index,TR23 0PR,\N,None,\N.1,\N.2,\N.3,87897,15021,49.953605,-6.352647
630057,NE32 4LJ,\N,None,\N,\N,\N,433630,562641,54.957281,-1.476375
630058,NE29 8LE,\N,None,\N,\N,\N,433630,569433,55.018312,-1.47558
630059,PO40 9SJ,\N,None,\N,\N,\N,433631,87890,50.689694,-1.525263
630060,CV3 6QB,\N,None,\N,\N,\N,433631,275551,52.376972,-1.50739
630061,CV12 0EB,\N,None,\N,\N,\N,433631,286400,52.474501,-1.506302
630062,S7 2EE,\N,None,\N,\N,\N,433631,384096,53.352686,-1.496219
630063,S6 2WW,\N,None,\N,\N,\N,433631,388703,53.394095,-1.495731
630064,S75 3AH,\N,None,\N,\N,\N,433631,400626,53.501261,-1.494461
630065,S75 3TA,\N,None,\N,\N,\N,433631,400626,53.501261,-1.494461
630066,S75 3WU,\N,None,\N,\N,\N,433631,400626,53.501261,-1.494461
630067,S75 3YQ,\N,None,\N,\N,\N,433631,400626,53.501261,-1.494461
630068,S75 3YW,\N,None,\N,\N,\N,433631,400626,53.501279,-1.494461
630069,S70 6LP,\N,None,\N,\N,\N,433631,405566,53.545661,-1.493932
630070,HG5 9JQ,\N,None,\N,\N,\N,433631,459825,54.03332,-1.488032
630071,SO40 8XX,\N,None,\N,\N,\N,433632,113970,50.924211,-1.522868
630072,SO40 8XY,\N,None,\N,\N,\N,433632,114064,50.925057,-1.522859
630073,RG17 0HY,\N,None,\N,\N,\N,433632,168617,51.415579,-1.517773
630074,CV3 5ER,\N,None,\N,\N,\N,433632,277259,52.392326,-1.507205
630075,LS8 3ED,\N,None,\N,\N,\N,433632,435891,53.818216,-1.490641
630076,DH6 4QR,\N,None,\N,\N,\N,433632,537118,54.72793,-1.479303
630077,DH6 4QS,\N,None,\N,\N,\N,433632,537169,54.728389,-1.479297
630078,CV10 8JY,\N,None,\N,\N,\N,433633,291266,52.518244,-1.505783
630079,DE24 3HT,\N,None,\N,\N,\N,433633,331474,52.879686,-1.501686
630080,DE23 6FL,\N,None,\N,\N,\N,433633,334535,52.907201,-1.50137
630081,S18 7TJ,1839971,Medium,County to Town,22/12/2013,No,433633,375660,53.27686,-1.497081
630082,DH4 5DU,\N,None,\N,\N,\N,433633,549977,54.843483,-1.477802
630083,NE25 9RX,\N,None,\N,\N,\N,433633,571526,55.037119,-1.475288
630084,NE25 9XE,\N,None,\N,\N,\N,433633,572871,55.049205,-1.47513
630085,NE26 4BA,\N,None,\N,\N,\N,433633,576633,55.083009,-1.474687
630086,PO40 9PB,\N,None,\N,\N,\N,433634,86378,50.676098,-1.525358
630087,PO40 9NL,\N,None,\N,\N,\N,433634,87604,50.687122,-1.525247
630088,CV3 5NF,\N,None,\N,\N,\N,433634,275858,52.379732,-1.507315
630089,DE24 3LH,\N,None,\N,\N,\N,433634,331140,52.876683,-1.501705
630090,S10 1DY,\N,None,\N,\N,\N,433634,387895,53.386832,-1.495772
630091,S6 3JN,\N,None,\N,\N,\N,433634,388303,53.3905,-1.495728
630092,DH4 5DS,\N,None,\N,\N,\N,433634,549890,54.842701,-1.477796
630093,NE32 4LL,\N,None,\N,\N,\N,433634,562711,54.957909,-1.476304
630094,NE29 8NR,\N,None,\N,\N,\N,433634,569638,55.020154,-1.475493
630095,RG17 0ST,\N,None,\N,\N,\N,433635,168082,51.410767,-1.517765
630096,S70 6NF,\N,None,\N,\N,\N,433635,405131,53.541751,-1.493918
630097,S75 2AD,\N,None,\N,\N,\N,433635,406778,53.556555,-1.493742
630098,HG3 1HX,\N,None,\N,\N,\N,433635,447453,53.922129,-1.489332
630099,HG4 5HA,\N,None,\N,\N,\N,433635,476829,54.186137,-1.486085
630100,DH4 5QT,\N,None,\N,\N,\N,433635,549608,54.840167,-1.477813
630101,NE29 7AS,\N,None,\N,\N,\N,433635,567825,55.003863,-1.47569
630102,CV3 5FN,\N,None,\N,\N,\N,433636,277820,52.397369,-1.50709
630103,CV6 5PX,\N,None,\N,\N,\N,433636,281193,52.427692,-1.506752
630104,CV12 0ET,\N,None,\N,\N,\N,433636,286145,52.472209,-1.506254
630105,S6 2TL,\N,None,\N,\N,\N,433636,389215,53.398697,-1.495601
630106,S75 3BA,\N,None,\N,\N,\N,433636,399895,53.49469,-1.494463
630107,LS9 0JG,\N,None,\N,\N,\N,433636,433418,53.795989,-1.490849
630108,LS9 6RA,\N,None,\N,\N,\N,433636,434478,53.805516,-1.490734
630109,YO7 4LG,\N,None,\N,\N,\N,433636,480640,54.220399,-1.485653
630110,DH6 4LT,\N,None,\N,\N,\N,433636,536068,54.718495,-1.479362
630111,RG17 0JL,\N,None,\N,\N,\N,433637,168302,51.412746,-1.517731
630112,CV12 0EA,\N,None,\N,\N,\N,433637,286357,52.474114,-1.506218
630113,CV9 3PL,\N,None,\N,\N,\N,433637,305016,52.641849,-1.504333
630114,DE23 2HS,\N,None,\N,\N,\N,433637,331945,52.883919,-1.501578
630115,S6 3RF,\N,None,\N,\N,\N,433637,388422,53.391569,-1.49567
630116,S35 8QL,\N,None,\N,\N,\N,433637,393742,53.439386,-1.495105
630117,HG4 5HF,\N,None,\N,\N,\N,433637,476807,54.185939,-1.486057
630118,DH4 7AZ,\N,None,\N,\N,\N,433637,552835,54.869164,-1.477408
630119,PO40 9AL,\N,None,\N,\N,\N,433638,87086,50.682464,-1.525237
630120,RG17 0AJ,\N,None,\N,\N,\N,433638,167729,51.407594,-1.517771
630121,CV35 0JQ,\N,None,\N,\N,\N,433638,251007,52.156337,-1.509715
630122,CV10 7NQ,\N,None,\N,\N,\N,433638,290969,52.515574,-1.505739
630123,CV10 8DH,\N,None,\N,\N,\N,433638,291762,52.522703,-1.505659
630124,S70 6LY,\N,None,\N,\N,\N,433638,405460,53.544708,-1.493838
630125,LS8 2LA,\N,None,\N,\N,\N,433638,436945,53.827688,-1.490435
630126,S10 2PW,\N,None,\N,\N,\N,433639,386708,53.376163,-1.495822
630127,WF2 6DN,\N,None,\N,\N,\N,433639,416388,53.642928,-1.492648
630128,NE29 7EA,\N,None,\N,\N,\N,433639,568726,55.011959,-1.475522
630129,SO40 8GA,\N,None,\N,\N,\N,433640,113241,50.917656,-1.522821
630130,RG17 0LD,\N,None,\N,\N,\N,433640,168242,51.412206,-1.517693
630131,CV10 9HL,\N,None,\N,\N,\N,433640,292411,52.528554,-1.505556
630132,S8 7DJ,\N,None,\N,\N,\N,433640,381116,53.325901,-1.4964
630133,LS9 6QX,\N,None,\N,\N,\N,433640,435154,53.811591,-1.490599
630134,DH4 4EG,\N,None,\N,\N,\N,433640,551420,54.856449,-1.477525
630135,NE29 7PB,\N,None,\N,\N,\N,433640,568810,55.012713,-1.475497
630136,PO40 9ER,\N,None,\N,\N,\N,433641,87015,50.681825,-1.525201
630137,DE22 2RF,\N,None,\N,\N,\N,433641,338256,52.940648,-1.500867
630138,DE56 4HA,\N,None,\N,\N,\N,433641,343018,52.983453,-1.500374
630139,S18 7SQ,\N,None,\N,\N,\N,433641,375318,53.273786,-1.496997
630140,S11 9DQ,\N,None,\N,\N,\N,433641,384945,53.360317,-1.495979
630141,WF1 1UF,2127371,Very Low,Street to Parcels of land,03/05/2016,No,433641,420365,53.678673,-1.492189
630142,WF1 3EF,\N,None,\N,\N,\N,433641,423923,53.710651,-1.491804
630143,LS17 9JT,\N,None,\N,\N,\N,433641,441942,53.872599,-1.489844
630144,DH4 5QS,\N,None,\N,\N,\N,433641,549501,54.839205,-1.477732
630145,DH4 5EG,\N,None,\N,\N,\N,433641,550228,54.845747,-1.477661
630146,DH4 5HB,\N,None,\N,\N,\N,433641,550240,54.845845,-1.477647
630147,PO40 9NJ,\N,None,\N,\N,\N,433642,87509,50.686268,-1.525142
630148,CV1 2TY,\N,None,\N,\N,\N,433642,278292,52.401612,-1.506954
630149,DE23 1TS,\N,None,\N,\N,\N,433642,333426,52.89725,-1.501347
630150,S42 7HD,\N,None,\N,\N,\N,433642,369262,53.21937,-1.497618
630151,S11 8RE,\N,None,\N,\N,\N,433642,386020,53.369979,-1.49585
630152,S10 1EJ,\N,None,\N,\N,\N,433642,387782,53.385816,-1.495663
630153,S75 3DS,\N,None,\N,\N,\N,433642,402007,53.513672,-1.494147
630154,WF1 3PF,\N,None,\N,\N,\N,433642,421319,53.687247,-1.49207
630155,LS9 6NN,\N,None,\N,\N,\N,433642,434246,53.803431,-1.490668
630156,HG4 5AA,\N,None,\N,\N,\N,433642,470340,54.12782,-1.4867
630157,DH4 4SS,\N,None,\N,\N,\N,433642,551792,54.859792,-1.477451
630158,RG17 0YU,\N,None,\N,\N,\N,433643,169099,51.419912,-1.517569
630159,CV35 0LL,\N,None,\N,\N,\N,433643,251102,52.157176,-1.509643
630160,CV3 5FP,\N,None,\N,\N,\N,433643,277850,52.397639,-1.506984
630161,CV1 5FY,\N,None,\N,\N,\N,433643,279473,52.412229,-1.506821
630162,CV6 4AF,\N,None,\N,\N,\N,433643,281595,52.431305,-1.506608
630163,DE22 3EE,1828963,Medium,County to Town,22/12/2013,No,433643,336241,52.922536,-1.501046
630164,S8 7FR,\N,None,\N,\N,\N,433643,380763,53.322727,-1.496392
630165,S10 1BD,\N,None,\N,\N,\N,433643,387614,53.384306,-1.495666
630166,DH4 4SN,\N,None,\N,\N,\N,433643,551359,54.855901,-1.477486
630167,NE25 9SS,\N,None,\N,\N,\N,433643,571760,55.039221,-1.475104
630168,NE26 4DQ,\N,None,\N,\N,\N,433643,576403,55.080942,-1.474558
630169,CV31 1SF,\N,None,\N,\N,\N,433644,264842,52.280699,-1.508267
630170,CV10 0RX,\N,None,\N,\N,\N,433644,295416,52.55555,-1.505202
630171,DE23 1PZ,\N,None,\N,\N,\N,433644,332699,52.890697,-1.501396
630172,DE23 6BD,\N,None,\N,\N,\N,433644,334473,52.906643,-1.501213
630173,S42 7EY,\N,None,\N,\N,\N,433644,369236,53.219136,-1.497591
630174,LS26 0PP,\N,None,\N,\N,\N,433644,429059,53.756812,-1.491201
630175,DH4 5DR,\N,None,\N,\N,\N,433644,549864,54.842466,-1.477644
630176,DH4 4DX,\N,None,\N,\N,\N,433644,550833,54.851174,-1.477531
630177,PO40 0AQ,\N,None,\N,\N,\N,433645,87127,50.682832,-1.525134
630178,PO40 9RJ,\N,None,\N,\N,\N,433645,87127,50.682832,-1.525134
630179,PO40 9XY,\N,None,\N,\N,\N,433645,87127,50.682832,-1.525134
630180,PO40 9ZR,\N,None,\N,\N,\N,433645,87127,50.682832,-1.525134
630181,RG17 0RS,\N,None,\N,\N,\N,433645,166704,51.398378,-1.517767
630182,CV6 6HF,\N,None,\N,\N,\N,433645,282699,52.44123,-1.506468
630183,DE23 6FJ,\N,None,\N,\N,\N,433645,334507,52.906949,-1.501195
630184,S8 7BY,\N,None,\N,\N,\N,433645,380964,53.324534,-1.496341
630185,S6 1AS,\N,None,\N,\N,\N,433645,392860,53.431458,-1.495078
630186,S35 4DW,\N,None,\N,\N,\N,433645,397950,53.477226,-1.494535
630187,S75 2BW,\N,None,\N,\N,\N,433645,406603,53.554981,-1.49361
630188,WF2 6DD,\N,None,\N,\N,\N,433645,416614,53.644959,-1.492533
630189,WF1 3PE,\N,None,\N,\N,\N,433645,421398,53.687957,-1.492016
630190,HG5 9BZ,\N,None,\N,\N,\N,433645,458132,54.018104,-1.488005
630191,NE29 7DN,\N,None,\N,\N,\N,433645,568395,55.008984,-1.475467
630192,SO41 5QW,\N,None,\N,\N,\N,433646,98321,50.783492,-1.524102
630193,SO40 2BB,\N,None,\N,\N,\N,433646,114298,50.92716,-1.522638
630194,CV3 5GA,\N,None,\N,\N,\N,433646,277661,52.395939,-1.506959
630195,CV6 4BG,\N,None,\N,\N,\N,433646,281824,52.433364,-1.506541
630196,DE23 2NZ,\N,None,\N,\N,\N,433646,332176,52.885995,-1.50142
630197,S42 7BJ,\N,None,\N,\N,\N,433646,370704,53.232313,-1.497408
630198,S6 1DA,\N,None,\N,\N,\N,433646,392127,53.42487,-1.495141
630199,WF1 3SG,\N,None,\N,\N,\N,433646,421499,53.688864,-1.49199
630200,DH6 1PS,\N,None,\N,\N,\N,433646,542604,54.777228,-1.478453
630201,DH4 4UG,\N,None,\N,\N,\N,433646,552422,54.865453,-1.477315
630202,NE25 9NA,\N,None,\N,\N,\N,433646,572521,55.046059,-1.474967
630203,PO40 9HE,\N,None,\N,\N,\N,433647,86639,50.678444,-1.52515
630204,PO40 9HD,\N,None,\N,\N,\N,433647,86657,50.678606,-1.525149
630205,PO40 9HB,\N,None,\N,\N,\N,433647,86663,50.67865,-1.525139
630206,PO40 9EZ,\N,None,\N,\N,\N,433647,86712,50.67909,-1.525135
630207,CV6 4BN,\N,None,\N,\N,\N,433647,282253,52.43722,-1.506484
630208,DE23 6LF,\N,None,\N,\N,\N,433647,333985,52.902256,-1.501219
630209,S70 6HQ,\N,None,\N,\N,\N,433647,406268,53.55197,-1.493615
630210,WF1 4LJ,\N,None,\N,\N,\N,433647,420977,53.684173,-1.492032
630211,LS26 0SS,\N,None,\N,\N,\N,433647,427680,53.744417,-1.491306
630212,LS8 3HQ,\N,None,\N,\N,\N,433647,436271,53.82163,-1.490371
630213,NE25 9XF,\N,None,\N,\N,\N,433647,573115,55.051396,-1.474882
630214,PO40 9EY,\N,None,\N,\N,\N,433648,86718,50.679154,-1.525129
630215,CV31 1RX,\N,None,\N,\N,\N,433648,264853,52.280797,-1.508208
630216,DE24 3JD,\N,None,\N,\N,\N,433648,330915,52.87466,-1.501521
630217,WF2 7JJ,\N,None,\N,\N,\N,433648,419039,53.666754,-1.492226
630218,DH4 4DT,\N,None,\N,\N,\N,433648,550807,54.85094,-1.477472
630219,PO40 9HA,\N,None,\N,\N,\N,433649,86695,50.678947,-1.525117
630220,SO40 2BP,\N,None,\N,\N,\N,433649,114158,50.925901,-1.522608
630221,CV35 0AR,\N,None,\N,\N,\N,433649,255884,52.200166,-1.509083
630222,S8 7JF,\N,None,\N,\N,\N,433649,380490,53.320273,-1.496331
630223,PO40 9HF,\N,None,\N,\N,\N,433650,86625,50.678308,-1.5251
630224,CV12 0LL,\N,None,\N,\N,\N,433650,286591,52.476217,-1.506003
630225,DE24 3HA,\N,None,\N,\N,\N,433650,331348,52.878552,-1.501446
630226,S42 7EX,\N,None,\N,\N,\N,433650,369126,53.218147,-1.497513
630227,S35 4FG,\N,None,\N,\N,\N,433650,397200,53.470466,-1.49454
630228,LS9 6PQ,\N,None,\N,\N,\N,433650,434785,53.808274,-1.490488
630229,DH6 1PE,\N,None,\N,\N,\N,433650,542040,54.772159,-1.478456
630230,DH4 4SH,\N,None,\N,\N,\N,433650,551225,54.854696,-1.477392
630231,CV35 0SB,\N,None,\N,\N,\N,433651,243893,52.092365,-1.510237
630232,CV3 5PP,\N,None,\N,\N,\N,433651,276933,52.389395,-1.506958
630233,CV1 4GR,\N,None,\N,\N,\N,433651,280017,52.417119,-1.506649
630234,CV12 0HN,\N,None,\N,\N,\N,433651,285951,52.470464,-1.506053
630235,DE22 2LB,\N,None,\N,\N,\N,433651,339213,52.94925,-1.500619
630236,DE4 5EF,\N,None,\N,\N,\N,433651,354289,53.084765,-1.499053
630237,DE4 5GD,\N,None,\N,\N,\N,433651,359585,53.132369,-1.4985
630238,S18 8PB,\N,None,\N,\N,\N,433651,378303,53.300616,-1.496532
630239,S75 2AY,\N,None,\N,\N,\N,433651,406881,53.557479,-1.493489
630240,NE29 7AT,\N,None,\N,\N,\N,433651,567844,55.004032,-1.475438
630241,SO40 2BG,\N,None,\N,\N,\N,433652,114367,50.92778,-1.522547
630242,RG17 0JJ,\N,None,\N,\N,\N,433652,168440,51.413986,-1.517502
630243,CV3 5FW,\N,None,\N,\N,\N,433652,277891,52.398007,-1.506847
630244,DE23 6HY,\N,None,\N,\N,\N,433652,334167,52.903892,-1.501126
630245,DE23 6BW,\N,None,\N,\N,\N,433652,334762,52.90924,-1.501064
630246,DE22 3EW,\N,None,\N,\N,\N,433652,336319,52.923236,-1.500904
630247,DE22 2LD,\N,None,\N,\N,\N,433652,339156,52.948738,-1.50061
630248,S7 2EG,\N,None,\N,\N,\N,433652,384132,53.353008,-1.4959
630249,S11 9AR,\N,None,\N,\N,\N,433652,385389,53.364307,-1.495767
630250,S11 8YB,\N,None,\N,\N,\N,433652,385709,53.367183,-1.495733
630251,DH4 4EA,\N,None,\N,\N,\N,433652,550908,54.851847,-1.477398
630252,NE32 4QG,\N,None,\N,\N,\N,433652,562329,54.954476,-1.476068
630253,CV1 2LN,\N,None,\N,\N,\N,433653,278507,52.403561,-1.506762
630254,CV1 2PY,\N,None,\N,\N,\N,433653,278789,52.406079,-1.506743
630255,CV1 2QE,\N,None,\N,\N,\N,433653,278789,52.406079,-1.506743
630256,DE22 3SL,\N,None,\N,\N,\N,433653,335829,52.918831,-1.500939
630257,DE22 2QG,\N,None,\N,\N,\N,433653,338417,52.942095,-1.500672
630258,S75 3AE,\N,None,\N,\N,\N,433653,400276,53.498113,-1.494167
630259,S75 3AW,\N,None,\N,\N,\N,433653,400727,53.502167,-1.494118
630260,S70 6HJ,\N,None,\N,\N,\N,433653,406308,53.552329,-1.493521
630261,S75 2TQ,\N,None,\N,\N,\N,433653,407351,53.561704,-1.493409
630262,DH4 5HA,\N,None,\N,\N,\N,433653,550269,54.846105,-1.477456
630263,SO41 5RJ,\N,None,\N,\N,\N,433654,97350,50.774761,-1.524077
630264,CV35 0LN,\N,None,\N,\N,\N,433654,251217,52.158209,-1.509471
630265,CV3 5EA,\N,None,\N,\N,\N,433654,276721,52.387489,-1.506935
630266,CV12 0HQ,\N,None,\N,\N,\N,433654,285984,52.47076,-1.506006
630267,DE23 6DD,\N,None,\N,\N,\N,433654,334890,52.910391,-1.501021
630268,S8 0LA,1184969,Low,County to Town,22/12/2013,No,433654,383304,53.345566,-1.495958
630269,S7 2EH,\N,None,\N,\N,\N,433654,384215,53.353772,-1.49586
630270,HG5 9DG,\N,None,\N,\N,\N,433654,458010,54.017007,-1.487881
630271,DH6 1PD,\N,None,\N,\N,\N,433654,542078,54.7725,-1.478389
630272,DH4 4EL,\N,None,\N,\N,\N,433654,551386,54.856143,-1.477311
630273,DH4 4TQ,\N,None,\N,\N,\N,433654,552428,54.865506,-1.47719
630274,NE25 8NL,\N,None,\N,\N,\N,433654,571875,55.040254,-1.474918
630275,SO40 7AT,\N,None,\N,\N,\N,433655,110541,50.893376,-1.522856
630276,CV31 1RZ,\N,None,\N,\N,\N,433655,264914,52.281345,-1.508099
630277,DE12 7LH,\N,None,\N,\N,\N,433655,312122,52.705726,-1.503343
630278,S6 1JN,\N,None,\N,\N,\N,433655,391749,53.421472,-1.495046
630279,S6 1AN,\N,None,\N,\N,\N,433655,393056,53.433219,-1.494907
630280,S35 8LY,\N,None,\N,\N,\N,433655,393503,53.437237,-1.494859
630281,WF3 3QU,\N,None,\N,\N,\N,433655,426969,53.738027,-1.491262
630282,HG2 7ER,\N,None,\N,\N,\N,433655,455991,53.998862,-1.488088
630283,DH4 5DT,\N,None,\N,\N,\N,433655,549992,54.843616,-1.477457
630284,NE25 9XG,\N,None,\N,\N,\N,433655,573017,55.050515,-1.474768
630285,DE22 3SY,67593,High,County to Town,01/08/2009,Yes,433656,336188,52.922058,-1.500858
630286,DE22 3BH,\N,None,\N,\N,\N,433656,336953,52.928935,-1.500779
630287,DE22 2JL,\N,None,\N,\N,\N,433656,339391,52.95085,-1.500526
630288,S18 8RN,\N,None,\N,\N,\N,433656,378053,53.298368,-1.496483
630289,NE25 9SJ,\N,None,\N,\N,\N,433656,571618,55.037944,-1.474917
630290,PO40 9NW,\N,None,\N,\N,\N,433657,87618,50.687247,-1.52492
630291,SP11 8BF,\N,None,\N,\N,\N,433657,145830,51.210685,-1.519546
630292,CV1 4JH,\N,None,\N,\N,\N,433657,280285,52.419528,-1.506534
630293,CV1 4DS,\N,None,\N,\N,\N,433657,280530,52.42173,-1.506509
630294,CV6 4JW,\N,None,\N,\N,\N,433657,283693,52.450165,-1.506192
630295,DE12 7JP,\N,None,\N,\N,\N,433657,312487,52.709007,-1.503276
630296,DE4 5EG,\N,None,\N,\N,\N,433657,354205,53.08401,-1.498972
630297,S75 6GE,\N,None,\N,\N,\N,433657,409776,53.583499,-1.493088
630298,WF1 3TZ,\N,None,\N,\N,\N,433657,424056,53.711845,-1.491547
630299,LS9 6PF,\N,None,\N,\N,\N,433657,434937,53.80964,-1.490365
630300,SO41 5RH,\N,None,\N,\N,\N,433658,97293,50.774238,-1.524017
630301,RG17 0AB,\N,None,\N,\N,\N,433658,168115,51.411063,-1.517447
630302,CV31 1SE,\N,None,\N,\N,\N,433658,264894,52.281165,-1.508057
630303,CV3 5NB,\N,None,\N,\N,\N,433658,276101,52.381915,-1.506938
630304,S6 1JE,\N,None,\N,\N,\N,433658,392027,53.423988,-1.494972
630305,S75 2AP,\N,None,\N,\N,\N,433658,406942,53.558027,-1.493377
630306,DE24 3BG,\N,None,\N,\N,\N,433659,330624,52.872043,-1.501387
630307,DE23 1DD,\N,None,\N,\N,\N,433659,333639,52.899145,-1.501076
630308,DE22 3LR,\N,None,\N,\N,\N,433659,335861,52.919119,-1.500847
630309,DE22 2LT,\N,None,\N,\N,\N,433659,339071,52.947973,-1.500515
630310,LS26 0UJ,\N,None,\N,\N,\N,433659,428770,53.754213,-1.491005
630311,DL7 0NF,\N,None,\N,\N,\N,433659,498705,54.382744,-1.483273
630312,NE32 4EG,\N,None,\N,\N,\N,433659,562854,54.959193,-1.475897
630313,CV6 5PJ,\N,None,\N,\N,\N,433660,281137,52.427187,-1.506404
630314,DE12 7JS,\N,None,\N,\N,\N,433660,312550,52.709574,-1.503225
630315,DE23 6FR,\N,None,\N,\N,\N,433660,334525,52.907109,-1.50097
630316,DE22 3FZ,\N,None,\N,\N,\N,433660,336750,52.92711,-1.50074
630317,S6 3QF,\N,None,\N,\N,\N,433660,388558,53.39279,-1.49531
630318,S6 2UP,\N,None,\N,\N,\N,433660,389308,53.399531,-1.49523
630319,S70 6LH,\N,None,\N,\N,\N,433660,405640,53.546325,-1.493487
630320,S75 1AE,\N,None,\N,\N,\N,433660,407444,53.562539,-1.493293
630321,WF1 4LD,\N,None,\N,\N,\N,433660,421029,53.684639,-1.491829
630322,WF1 4LE,\N,None,\N,\N,\N,433660,421094,53.685223,-1.491822
630323,DH4 4DS,\N,None,\N,\N,\N,433660,550763,54.850544,-1.47729
630324,NE29 7DS,\N,None,\N,\N,\N,433660,568544,55.010322,-1.475215
630325,NE26 4DR,\N,None,\N,\N,\N,433660,576593,55.082648,-1.474269
630326,CV6 6FZ,\N,None,\N,\N,\N,433661,282797,52.44211,-1.506223
630327,S8 7DZ,\N,None,\N,\N,\N,433661,381688,53.331041,-1.496024
630328,S35 4NJ,\N,None,\N,\N,\N,433661,397463,53.472829,-1.494347
630329,DH6 4QN,\N,None,\N,\N,\N,433661,537412,54.73057,-1.478819
630330,NE29 8NW,\N,None,\N,\N,\N,433661,569755,55.021203,-1.475057
630331,CV3 6RD,\N,None,\N,\N,\N,433662,275447,52.376035,-1.506945
630332,CV1 4GE,\N,None,\N,\N,\N,433662,279843,52.415554,-1.506505
630333,S18 8ZR,\N,None,\N,\N,\N,433662,378686,53.304057,-1.496327
630334,S8 7BB,\N,None,\N,\N,\N,433662,381394,53.328416,-1.496039
630335,S10 2NH,\N,None,\N,\N,\N,433662,386463,53.37396,-1.495503
630336,S6 2UG,\N,None,\N,\N,\N,433662,389347,53.399882,-1.495196
630337,S70 6LR,\N,None,\N,\N,\N,433662,405594,53.545911,-1.493461
630338,HG5 9XB,\N,None,\N,\N,\N,433662,459914,54.034118,-1.487549
630339,SP11 0LJ,\N,None,\N,\N,\N,433663,157489,51.315518,-1.518364
630340,RG17 0AD,\N,None,\N,\N,\N,433663,168020,51.410209,-1.517384
630341,CV10 9DN,\N,None,\N,\N,\N,433663,292761,52.531682,-1.50519
630342,S6 2QZ,\N,None,\N,\N,\N,433663,389039,53.397113,-1.495214
630343,S6 1AQ,\N,None,\N,\N,\N,433663,392957,53.432329,-1.494797
630344,LS8 2NG,\N,None,\N,\N,\N,433663,436719,53.825672,-1.490084
630345,DL7 0LZ,\N,None,\N,\N,\N,433663,498536,54.381213,-1.483222
630346,DH4 4EW,\N,None,\N,\N,\N,433663,551473,54.856924,-1.477161
630347,NE32 4SZ,\N,None,\N,\N,\N,433663,561896,54.950584,-1.475946
630348,NE29 7DZ,\N,None,\N,\N,\N,433663,568681,55.011553,-1.475152
630349,NE29 8JT,\N,None,\N,\N,\N,433663,569472,55.01866,-1.475059
630350,CV32 7LN,\N,None,\N,\N,\N,433664,268310,52.311874,-1.507629
630351,CV3 6RB,\N,None,\N,\N,\N,433664,275373,52.37537,-1.506923
630352,DE22 3GW,\N,None,\N,\N,\N,433664,336427,52.924206,-1.500714
630353,S8 7DN,\N,None,\N,\N,\N,433664,381089,53.325656,-1.496042
630354,CV1 4JW,\N,None,\N,\N,\N,433665,280574,52.422125,-1.506387
630355,CV6 4AD,\N,None,\N,\N,\N,433665,281934,52.434351,-1.506251
630356,CV12 0LJ,\N,None,\N,\N,\N,433665,286532,52.475686,-1.505789
630357,DE23 1PS,\N,None,\N,\N,\N,433665,332455,52.888502,-1.501109
630358,NE29 8LG,\N,None,\N,\N,\N,433665,569319,55.017293,-1.475059
630359,NE25 9SU,\N,None,\N,\N,\N,433665,571789,55.03948,-1.474756
630360,OX7 5QH,\N,None,\N,\N,\N,433666,227234,51.942594,-1.511651
630361,CV35 0LW,\N,None,\N,\N,\N,433666,251339,52.159305,-1.509284
630362,S70 6LZ,\N,None,\N,\N,\N,433666,405421,53.544356,-1.493419
630363,HG4 5HG,\N,None,\N,\N,\N,433666,476842,54.186252,-1.485609
630364,RG17 7TA,\N,None,\N,\N,\N,433667,173756,51.461783,-1.516783
630365,CV3 5FZ,\N,None,\N,\N,\N,433667,277715,52.396424,-1.506645
630366,CV6 5PS,\N,None,\N,\N,\N,433667,281319,52.428823,-1.506283
630367,DE23 6HS,\N,None,\N,\N,\N,433667,334109,52.90337,-1.500909
630368,S18 8XG,\N,None,\N,\N,\N,433667,378794,53.305028,-1.49624
630369,CV1 5FX,\N,None,\N,\N,\N,433668,279547,52.412893,-1.506446
630370,CV10 8JS,\N,None,\N,\N,\N,433668,291127,52.516993,-1.505281
630371,S11 9DR,\N,None,\N,\N,\N,433668,384849,53.359452,-1.495584
630372,S6 3NF,\N,None,\N,\N,\N,433668,388126,53.388907,-1.495236
630373,S6 2GF,1186843,Low,County to Town,22/12/2013,No,433668,389691,53.402973,-1.495069
630374,WF1 1TY,2127370,Very Low,Street to Parcels of land,03/05/2016,No,433668,420296,53.678051,-1.491787
630375,WF1 3TX,\N,None,\N,\N,\N,433668,424474,53.715601,-1.491335
630376,WF3 3QT,\N,None,\N,\N,\N,433668,426840,53.736883,-1.491082
630377,DH4 7BG,\N,None,\N,\N,\N,433668,552713,54.868066,-1.476939
630378,PO40 9EX,\N,None,\N,\N,\N,433669,86760,50.679531,-1.524828
630379,SO40 2QT,\N,None,\N,\N,\N,433669,115629,50.939127,-1.522188
630380,CV3 5QD,\N,None,\N,\N,\N,433669,276776,52.387982,-1.506709
630381,S70 6HZ,\N,None,\N,\N,\N,433669,406093,53.550396,-1.493302
630382,NE32 4EL,\N,None,\N,\N,\N,433669,563065,54.961088,-1.475716
630383,RG17 0BW,\N,None,\N,\N,\N,433670,167564,51.406109,-1.517326
630384,CV35 0LZ,\N,None,\N,\N,\N,433670,251418,52.160015,-1.509218
630385,CV1 5RU,\N,None,\N,\N,\N,433670,278856,52.406681,-1.506486
630386,DE12 7AZ,\N,None,\N,\N,\N,433670,312224,52.706642,-1.503111
630387,DE23 2LG,\N,None,\N,\N,\N,433670,332274,52.886875,-1.501054
