index,TR23 0PR,\N,None,\N.1,\N.2,\N.3,87897,15021,49.953605,-6.352647
556349,DH2 3LL,\N,None,\N,\N,\N,423424,551942,54.86172,-1.636611
556350,NE11 9LH,\N,None,\N,\N,\N,423424,561059,54.943646,-1.635873
556351,NE4 6HE,\N,None,\N,\N,\N,423424,564188,54.971763,-1.635619
556352,NE3 4YX,\N,None,\N,\N,\N,423424,567814,55.004347,-1.635323
556353,BH25 7LJ,\N,None,\N,\N,\N,423425,93826,50.743572,-1.669367
556354,DE13 0QZ,\N,None,\N,\N,\N,423425,324697,52.819305,-1.653849
556355,LS13 1DW,\N,None,\N,\N,\N,423425,435720,53.817237,-1.645685
556356,NE61 3AT,\N,None,\N,\N,\N,423425,592322,55.224571,-1.633298
556357,BH25 5UQ,\N,None,\N,\N,\N,423426,95284,50.756683,-1.669261
556358,CV37 0PE,\N,None,\N,\N,\N,423426,259175,52.23028,-1.65843
556359,B77 3AF,\N,None,\N,\N,\N,423426,304082,52.633988,-1.655298
556360,WF17 7DS,\N,None,\N,\N,\N,423426,423670,53.708933,-1.64658
556361,LS28 9JJ,\N,None,\N,\N,\N,423426,433411,53.796484,-1.645845
556362,NE4 5AQ,\N,None,\N,\N,\N,423426,564945,54.978566,-1.635526
556363,BH25 6TQ,\N,None,\N,\N,\N,423427,94736,50.751755,-1.669281
556364,B77 5QQ,\N,None,\N,\N,\N,423427,300142,52.598569,-1.655561
556365,B77 3AT,\N,None,\N,\N,\N,423427,304596,52.638609,-1.655246
556366,DE14 3GZ,1384257,Low,Street to Parcels of land,22/12/2013,No,423427,321067,52.786674,-1.654078
556367,WF13 3RZ,\N,None,\N,\N,\N,423427,420847,53.68356,-1.646777
556368,NE61 3BG,\N,None,\N,\N,\N,423427,592275,55.224148,-1.63327
556369,B77 5TD,\N,None,\N,\N,\N,423428,301142,52.607559,-1.655475
556370,HD8 9DH,\N,None,\N,\N,\N,423428,410098,53.586948,-1.647567
556371,HD8 9EG,\N,None,\N,\N,\N,423428,410800,53.593257,-1.647515
556372,WF13 3QE,\N,None,\N,\N,\N,423428,421078,53.685636,-1.646745
556373,WF17 7DZ,\N,None,\N,\N,\N,423428,423784,53.709958,-1.646541
556374,BD11 1NE,\N,None,\N,\N,\N,423428,429918,53.765089,-1.646079
556375,DL4 2JR,\N,None,\N,\N,\N,423428,525588,54.624893,-1.638661
556376,NE4 6JW,\N,None,\N,\N,\N,423429,564201,54.97188,-1.635539
556377,SP9 7GU,\N,None,\N,\N,\N,423430,149101,51.24061,-1.665748
556378,CV35 7LB,\N,None,\N,\N,\N,423430,267283,52.303172,-1.657812
556379,CV7 7QT,\N,None,\N,\N,\N,423430,276583,52.386779,-1.657166
556380,CV7 7DJ,\N,None,\N,\N,\N,423430,276770,52.38846,-1.657153
556381,DE6 1PR,\N,None,\N,\N,\N,423430,350626,53.052383,-1.651911
556382,LS13 4NH,\N,None,\N,\N,\N,423430,434218,53.803737,-1.645723
556383,LS13 3EF,\N,None,\N,\N,\N,423430,434649,53.80761,-1.64569
556384,DL4 2ER,\N,None,\N,\N,\N,423430,526780,54.635605,-1.638535
556385,NE3 4XE,\N,None,\N,\N,\N,423430,567439,55.000977,-1.63526
556386,NE13 7DJ,\N,None,\N,\N,\N,423430,572005,55.042006,-1.634888
556387,NE13 7EB,\N,None,\N,\N,\N,423430,572804,55.049186,-1.634823
556388,BH25 5UP,\N,None,\N,\N,\N,423431,95437,50.758059,-1.66918
556389,SP5 1RH,\N,None,\N,\N,\N,423431,131909,51.086023,-1.666848
556390,WF17 8HP,\N,None,\N,\N,\N,423431,424961,53.720536,-1.646407
556391,LS16 9HX,\N,None,\N,\N,\N,423431,443698,53.88894,-1.644988
556392,LS21 2LF,\N,None,\N,\N,\N,423431,447183,53.920262,-1.644723
556393,DH7 8SP,\N,None,\N,\N,\N,423431,539823,54.752815,-1.637477
556394,NE8 2RB,\N,None,\N,\N,\N,423431,561639,54.948858,-1.635716
556395,BH25 7NW,\N,None,\N,\N,\N,423432,93202,50.737961,-1.669307
556396,B77 5NQ,\N,None,\N,\N,\N,423432,299816,52.595656,-1.655502
556397,DE13 9DD,\N,None,\N,\N,\N,423432,327648,52.845832,-1.653534
556398,LS13 4RJ,\N,None,\N,\N,\N,423432,433974,53.801544,-1.645711
556399,LS18 4SX,\N,None,\N,\N,\N,423432,436901,53.827851,-1.645489
556400,BH25 7HP,\N,None,\N,\N,\N,423433,93368,50.739454,-1.669283
556401,DE13 0AH,\N,None,\N,\N,\N,423433,325992,52.830946,-1.653638
556402,WF17 8PS,\N,None,\N,\N,\N,423433,424719,53.718361,-1.646395
556403,LS13 4NN,\N,None,\N,\N,\N,423433,434164,53.803251,-1.645682
556404,NE13 7NQ,\N,None,\N,\N,\N,423433,571797,55.040137,-1.634858
556405,NE65 9AL,\N,None,\N,\N,\N,423433,604827,55.336935,-1.632135
556406,BH25 7LT,\N,None,\N,\N,\N,423434,93645,50.741944,-1.669251
556407,OX18 4UB,\N,None,\N,\N,\N,423434,213524,51.819854,-1.661424
556408,DE13 0NS,\N,None,\N,\N,\N,423434,325316,52.824869,-1.653671
556409,S36 9PT,\N,None,\N,\N,\N,423434,403489,53.527545,-1.64797
556410,LS16 9HT,\N,None,\N,\N,\N,423434,443447,53.886684,-1.644962
556411,DH7 7BQ,\N,None,\N,\N,\N,423434,543434,54.785264,-1.637141
556412,NE13 7BJ,\N,None,\N,\N,\N,423434,572068,55.042572,-1.63482
556413,BH25 5GF,\N,None,\N,\N,\N,423435,95916,50.762366,-1.669093
556414,LS18 5LU,\N,None,\N,\N,\N,423435,438358,53.840946,-1.645333
556415,NE8 2RG,607107,Low,County to Town,01/08/2009,No,423435,562018,54.952263,-1.635623
556416,NE61 6UU,\N,None,\N,\N,\N,423435,587518,55.181407,-1.63355
556417,NE66 3ND,\N,None,\N,\N,\N,423435,611142,55.393677,-1.631577
556418,CV7 7BP,\N,None,\N,\N,\N,423436,278557,52.404525,-1.65694
556419,B77 5BX,\N,None,\N,\N,\N,423436,301003,52.606309,-1.655367
556420,DH7 8BP,\N,None,\N,\N,\N,423436,539187,54.747099,-1.63745
556421,BH25 7JS,\N,None,\N,\N,\N,423437,93508,50.740712,-1.669217
556422,CV7 7EZ,\N,None,\N,\N,\N,423437,277823,52.397926,-1.656977
556423,B77 4AA,\N,None,\N,\N,\N,423437,304364,52.636523,-1.655115
556424,DH7 7TL,\N,None,\N,\N,\N,423437,543625,54.786981,-1.637079
556425,BH25 7NL,\N,None,\N,\N,\N,423438,93449,50.740182,-1.669207
556426,S32 1AJ,\N,None,\N,\N,\N,423438,381829,53.332857,-1.649514
556427,WF17 0JX,\N,None,\N,\N,\N,423438,426434,53.733775,-1.64619
556428,DH7 7TH,\N,None,\N,\N,\N,423438,543584,54.786612,-1.637066
556429,NE4 7ER,\N,None,\N,\N,\N,423438,563341,54.964152,-1.635469
556430,BH25 7LU,\N,None,\N,\N,\N,423439,93606,50.741594,-1.669183
556431,NE4 5HN,\N,None,\N,\N,\N,423439,564685,54.976229,-1.635344
556432,SN4 0DS,\N,None,\N,\N,\N,423440,180842,51.526009,-1.66352
556433,DH7 6SN,\N,None,\N,\N,\N,423440,545717,54.80578,-1.636864
556434,DH2 3LP,\N,None,\N,\N,\N,423440,552113,54.863256,-1.636348
556435,NE3 3HQ,\N,None,\N,\N,\N,423440,568755,55.012802,-1.634997
556436,NE67 5GH,\N,None,\N,\N,\N,423440,629160,55.555574,-1.629986
556437,DE14 3GX,1384257,Low,Street to Parcels of land,22/12/2013,No,423441,320930,52.785441,-1.65388
556438,WF17 8HL,\N,None,\N,\N,\N,423441,425052,53.721354,-1.646249
556439,LS21 3BU,\N,None,\N,\N,\N,423441,444270,53.894081,-1.644793
556440,SP9 7JW,\N,None,\N,\N,\N,423442,149622,51.245295,-1.665542
556441,B77 3AH,\N,None,\N,\N,\N,423442,303942,52.632729,-1.655071
556442,DE14 3EE,1384257,Low,Street to Parcels of land,22/12/2013,No,423442,321241,52.788237,-1.653843
556443,DE13 0RE,\N,None,\N,\N,\N,423442,324612,52.81854,-1.653603
556444,NE4 6QZ,\N,None,\N,\N,\N,423442,563648,54.96691,-1.635381
556445,NE4 5AR,\N,None,\N,\N,\N,423442,564938,54.978502,-1.635276
556446,NE2 4NL,\N,None,\N,\N,\N,423442,565867,54.986857,-1.635215
556447,OX7 6HT,\N,None,\N,\N,\N,423443,216957,51.850719,-1.661062
556448,B77 4BU,\N,None,\N,\N,\N,423443,301978,52.615073,-1.655195
556449,DE13 9BH,\N,None,\N,\N,\N,423443,327873,52.847854,-1.653355
556450,S36 9RB,\N,None,\N,\N,\N,423443,403396,53.526709,-1.647841
556451,DL4 2LR,\N,None,\N,\N,\N,423443,525051,54.620067,-1.638472
556452,NE3 3HB,\N,None,\N,\N,\N,423443,568519,55.010681,-1.634969
556453,NE67 5JE,\N,None,\N,\N,\N,423443,628965,55.553821,-1.629955
556454,BH25 5GB,\N,None,\N,\N,\N,423444,95753,50.7609,-1.668976
556455,WF13 4LY,\N,None,\N,\N,\N,423444,422369,53.697239,-1.646405
556456,WF17 0JY,\N,None,\N,\N,\N,423444,426555,53.734862,-1.64609
556457,DH7 6SG,\N,None,\N,\N,\N,423444,546200,54.81012,-1.636762
556458,BH25 7EQ,\N,None,\N,\N,\N,423445,93119,50.737214,-1.669128
556459,WF4 4DR,\N,None,\N,\N,\N,423445,414904,53.630144,-1.646951
556460,NE3 4XD,\N,None,\N,\N,\N,423445,567523,55.001731,-1.635019
556461,DE14 2UD,1757664,Medium,County to Town,22/12/2013,No,423446,323286,52.80662,-1.653638
556462,WF13 3SB,\N,None,\N,\N,\N,423446,420862,53.683694,-1.646488
556463,WF13 4LU,\N,None,\N,\N,\N,423446,422308,53.696691,-1.64638
556464,NE4 6JG,\N,None,\N,\N,\N,423446,564222,54.972068,-1.635272
556465,BH25 7JR,\N,None,\N,\N,\N,423447,93546,50.741054,-1.669073
556466,WF17 8EU,\N,None,\N,\N,\N,423447,424927,53.720245,-1.646171
556467,LS18 5DY,\N,None,\N,\N,\N,423447,437725,53.835256,-1.645199
556468,HG4 4AJ,\N,None,\N,\N,\N,423447,485542,54.265007,-1.641522
556469,DL2 2TY,\N,None,\N,\N,\N,423447,520968,54.583374,-1.638734
556470,NE11 0AX,\N,None,\N,\N,\N,423447,560252,54.936393,-1.635579
556471,SP9 7YF,2002943,Medium,Street to Parcels of land,22/12/2013,Yes,423448,145292,51.20636,-1.665738
556472,NE4 6PH,\N,None,\N,\N,\N,423448,564429,54.973928,-1.635224
556473,NE13 7EN,\N,None,\N,\N,\N,423448,572737,55.048583,-1.634546
556474,NE66 3DF,\N,None,\N,\N,\N,423448,626083,55.527926,-1.630119
556475,B77 4FE,\N,None,\N,\N,\N,423449,303582,52.629492,-1.654993
556476,DH7 7TQ,\N,None,\N,\N,\N,423449,543676,54.787438,-1.636888
556477,BH25 5TU,\N,None,\N,\N,\N,423450,98993,50.790035,-1.668685
556478,DE14 3HH,1384257,Low,Street to Parcels of land,22/12/2013,No,423450,320812,52.78438,-1.653755
556479,WF17 0HP,\N,None,\N,\N,\N,423450,426730,53.736435,-1.645986
556480,NE3 3HA,\N,None,\N,\N,\N,423450,568546,55.010923,-1.634857
556481,DL2 2UA,\N,None,\N,\N,\N,423451,520083,54.575421,-1.638743
556482,DL4 2LH,\N,None,\N,\N,\N,423451,525507,54.624164,-1.638311
556483,NE4 6RW,\N,None,\N,\N,\N,423451,563727,54.96762,-1.635234
556484,SP9 7LS,\N,None,\N,\N,\N,423452,149383,51.243145,-1.665414
556485,DE13 0PQ,\N,None,\N,\N,\N,423452,325634,52.827727,-1.653381
556486,LS13 4TZ,\N,None,\N,\N,\N,423452,434385,53.805237,-1.645376
556487,LS13 3JG,\N,None,\N,\N,\N,423452,435194,53.812508,-1.645315
556488,LS13 1AU,\N,None,\N,\N,\N,423452,435665,53.816741,-1.645279
556489,LS18 4GA,\N,None,\N,\N,\N,423452,437259,53.831068,-1.645158
556490,NE11 9LU,\N,None,\N,\N,\N,423453,560830,54.941587,-1.635439
556491,WF17 7DA,\N,None,\N,\N,\N,423454,423479,53.707215,-1.64617
556492,WF17 8PP,\N,None,\N,\N,\N,423454,424805,53.719133,-1.64607
556493,WF17 8LU,\N,None,\N,\N,\N,423454,424825,53.719313,-1.646069
556494,LS13 3DS,\N,None,\N,\N,\N,423454,434868,53.809578,-1.645309
556495,HG4 4DQ,\N,None,\N,\N,\N,423454,481407,54.227845,-1.641736
556496,DH7 8BL,\N,None,\N,\N,\N,423454,539638,54.751151,-1.637135
556497,NE4 7YH,\N,None,\N,\N,\N,423454,563012,54.961195,-1.635246
556498,NE4 7ET,\N,None,\N,\N,\N,423454,563280,54.963603,-1.635224
556499,SP9 7UN,\N,None,\N,\N,\N,423455,145132,51.204921,-1.665648
556500,LS13 4RB,\N,None,\N,\N,\N,423455,433880,53.800698,-1.645369
556501,HG4 3SS,\N,None,\N,\N,\N,423455,473990,54.1612,-1.642303
556502,SN8 3TS,\N,None,\N,\N,\N,423456,161108,51.348572,-1.66459
556503,WF17 9LR,\N,None,\N,\N,\N,423456,427033,53.739158,-1.645872
556504,DH7 6SW,\N,None,\N,\N,\N,423456,545698,54.805608,-1.636616
556505,DH2 1QA,\N,None,\N,\N,\N,423456,553172,54.872771,-1.636013
556506,NE4 7EL,\N,None,\N,\N,\N,423456,563401,54.96469,-1.635183
556507,WF17 7AS,\N,None,\N,\N,\N,423457,423180,53.704528,-1.646147
556508,WF17 7TD,\N,None,\N,\N,\N,423457,423908,53.711071,-1.646092
556509,NE13 7HZ,\N,None,\N,\N,\N,423457,572585,55.047217,-1.634418
556510,NE67 5EG,\N,None,\N,\N,\N,423457,629008,55.554207,-1.629729
556511,BH25 5XB,\N,None,\N,\N,\N,423458,95354,50.757312,-1.668803
556512,LS18 5HE,\N,None,\N,\N,\N,423458,439413,53.850427,-1.644904
556513,DH7 7LP,\N,None,\N,\N,\N,423458,542437,54.776304,-1.636848
556514,NE4 7EH,\N,None,\N,\N,\N,423458,563448,54.965112,-1.635148
556515,SP9 7EP,\N,None,\N,\N,\N,423459,148895,51.238753,-1.665334
556516,HD8 9DY,\N,None,\N,\N,\N,423459,410637,53.591791,-1.647059
556517,WF13 3EE,\N,None,\N,\N,\N,423459,420987,53.684817,-1.646282
556518,HG3 3LQ,\N,None,\N,\N,\N,423459,465327,54.083344,-1.642911
556519,DL4 2AJ,\N,None,\N,\N,\N,423459,526127,54.629735,-1.638138
556520,SP9 7TE,\N,None,\N,\N,\N,423460,146904,51.22085,-1.66545
556521,B77 5TB,\N,None,\N,\N,\N,423460,301099,52.607171,-1.655006
556522,DL4 2AB,\N,None,\N,\N,\N,423460,526330,54.63156,-1.638106
556523,NE61 3BH,\N,None,\N,\N,\N,423460,592367,55.224973,-1.632744
556524,BH25 7NR,\N,None,\N,\N,\N,423461,93278,50.738643,-1.668892
556525,BH25 7LE,\N,None,\N,\N,\N,423461,94052,50.745603,-1.668843
556526,WF17 0LD,\N,None,\N,\N,\N,423461,426219,53.731842,-1.645857
556527,LS13 3DZ,\N,None,\N,\N,\N,423461,434692,53.807996,-1.645216
556528,LS18 4PS,\N,None,\N,\N,\N,423461,437161,53.830186,-1.645029
556529,LS18 5LT,\N,None,\N,\N,\N,423461,438287,53.840307,-1.644944
556530,HG4 4BT,\N,None,\N,\N,\N,423461,482208,54.235043,-1.641566
556531,BH25 7NN,\N,None,\N,\N,\N,423462,93241,50.73831,-1.66888
556532,BH25 5XE,\N,None,\N,\N,\N,423462,95159,50.755558,-1.668758
556533,SN6 8BG,\N,None,\N,\N,\N,423462,189058,51.59988,-1.662657
556534,B46 2BA,\N,None,\N,\N,\N,423462,291271,52.51882,-1.655668
556535,B77 4EH,\N,None,\N,\N,\N,423462,303778,52.631254,-1.654787
556536,WF17 0QR,\N,None,\N,\N,\N,423462,426009,53.729954,-1.645858
556537,HG4 3DR,\N,None,\N,\N,\N,423462,475697,54.176528,-1.642057
556538,DH2 3LW,\N,None,\N,\N,\N,423462,552112,54.863246,-1.636005
556539,NE8 2GQ,\N,None,\N,\N,\N,423462,562455,54.956189,-1.635166
556540,NE4 5HY,\N,None,\N,\N,\N,423462,564548,54.974997,-1.634996
556541,GL56 9PH,\N,None,\N,\N,\N,423463,234312,52.006751,-1.659594
556542,B77 2DX,\N,None,\N,\N,\N,423463,302741,52.621931,-1.654846
556543,DE6 5JA,\N,None,\N,\N,\N,423463,333656,52.899838,-1.652643
556544,WF17 7HU,\N,None,\N,\N,\N,423463,424221,53.713884,-1.645978
556545,DH2 3ND,\N,None,\N,\N,\N,423463,551939,54.861699,-1.636015
556546,WF17 0NP,\N,None,\N,\N,\N,423464,426062,53.730431,-1.645824
556547,DH7 6DR,\N,None,\N,\N,\N,423464,549095,54.836134,-1.636218
556548,NE13 7EY,\N,None,\N,\N,\N,423464,572802,55.049167,-1.634291
556549,LS18 4SY,\N,None,\N,\N,\N,423466,436913,53.827957,-1.644972
556550,HG4 4AP,\N,None,\N,\N,\N,423466,485699,54.266428,-1.641225
556551,DH7 6FD,\N,None,\N,\N,\N,423466,548957,54.834894,-1.636198
556552,NE61 5QA,\N,None,\N,\N,\N,423466,594578,55.244844,-1.63248
556553,LS13 3JQ,\N,None,\N,\N,\N,423467,435208,53.812633,-1.645086
556554,NE3 5RN,\N,None,\N,\N,\N,423467,570311,55.026783,-1.634447
556555,NE66 3TQ,\N,None,\N,\N,\N,423467,620552,55.478228,-1.630283
556556,B77 4EW,\N,None,\N,\N,\N,423468,303681,52.630381,-1.654705
556557,WF12 9ES,\N,None,\N,\N,\N,423468,419460,53.671092,-1.646261
556558,WF17 7AX,\N,None,\N,\N,\N,423468,423373,53.706262,-1.645966
556559,WF17 7HZ,\N,None,\N,\N,\N,423468,424093,53.712733,-1.645912
556560,WF17 8ES,\N,None,\N,\N,\N,423468,424571,53.717029,-1.645876
556561,DH7 7JL,\N,None,\N,\N,\N,423468,541480,54.767704,-1.636769
556562,DH2 3LJ,\N,None,\N,\N,\N,423468,551994,54.862185,-1.635921
556563,NE4 6JS,\N,None,\N,\N,\N,423468,564027,54.970315,-1.634944
556564,NE61 6SP,\N,None,\N,\N,\N,423468,586299,55.170453,-1.633133
556565,B79 9HW,\N,None,\N,\N,\N,423469,310828,52.694629,-1.654184
556566,WF17 7SG,\N,None,\N,\N,\N,423469,423867,53.710702,-1.645914
556567,DH7 7ND,\N,None,\N,\N,\N,423469,542681,54.778496,-1.636657
556568,NE11 9LX,\N,None,\N,\N,\N,423469,560772,54.941065,-1.635194
556569,NE8 2GR,\N,None,\N,\N,\N,423469,562508,54.956665,-1.635052
556570,NE4 6RH,\N,None,\N,\N,\N,423469,563827,54.968517,-1.634945
556571,NE3 4XN,\N,None,\N,\N,\N,423469,567620,55.002601,-1.634636
556572,BH25 7LL,\N,None,\N,\N,\N,423470,93839,50.743688,-1.668729
556573,DE14 2UA,\N,None,\N,\N,\N,423470,323408,52.807716,-1.653273
556574,HD8 8SP,\N,None,\N,\N,\N,423470,409010,53.577167,-1.647014
556575,WF17 8HH,\N,None,\N,\N,\N,423470,424951,53.720445,-1.645817
556576,NE11 9LP,\N,None,\N,\N,\N,423470,560928,54.942467,-1.635165
556577,SP9 7UU,\N,None,\N,\N,\N,423471,145194,51.205474,-1.665403
556578,B77 4BY,\N,None,\N,\N,\N,423471,301922,52.614569,-1.654785
556579,B77 3AS,\N,None,\N,\N,\N,423471,304627,52.638885,-1.654594
556580,DH7 8AQ,\N,None,\N,\N,\N,423471,539451,54.74947,-1.636886
556581,NE11 0DN,\N,None,\N,\N,\N,423471,560155,54.935521,-1.635213
556582,NE8 2QX,94571,High,County to Town,01/08/2009,Yes,423471,562130,54.953268,-1.635052
556583,BH25 7EE,\N,None,\N,\N,\N,423472,93109,50.737123,-1.668747
556584,BH25 5QZ,\N,None,\N,\N,\N,423472,95260,50.756466,-1.66861
556585,B77 5TG,\N,None,\N,\N,\N,423472,301148,52.607611,-1.654825
556586,HD8 9SU,\N,None,\N,\N,\N,423472,413456,53.617128,-1.646651
556587,NE2 4NS,\N,None,\N,\N,\N,423472,565292,54.981682,-1.634779
556588,NE3 4JD,\N,None,\N,\N,\N,423472,567215,54.998962,-1.634622
556589,NE3 2NR,\N,None,\N,\N,\N,423472,568943,55.01449,-1.634481
556590,NE66 2TW,\N,None,\N,\N,\N,423472,609611,55.379919,-1.631121
556591,BH25 5GA,\N,None,\N,\N,\N,423473,95821,50.76151,-1.66856
556592,DE13 0RX,\N,None,\N,\N,\N,423473,324815,52.820364,-1.653128
556593,LS13 3ET,\N,None,\N,\N,\N,423473,435111,53.811761,-1.645002
556594,LS18 4QA,\N,None,\N,\N,\N,423473,437490,53.833143,-1.644822
556595,NE13 7HA,\N,None,\N,\N,\N,423473,572333,55.044952,-1.634188
556596,BH25 6SA,\N,None,\N,\N,\N,423474,94795,50.752275,-1.668604
556597,SO43 7HJ,\N,None,\N,\N,\N,423474,114033,50.925279,-1.667385
556598,CV37 7QS,\N,None,\N,\N,\N,423474,256560,52.206783,-1.657897
556599,DE15 9NG,\N,None,\N,\N,\N,423474,319685,52.774248,-1.65348
556600,DE14 3HW,1384257,Low,Street to Parcels of land,22/12/2013,No,423474,320910,52.78526,-1.653393
556601,LS18 4PR,\N,None,\N,\N,\N,423474,437075,53.829413,-1.644838
556602,DH7 6SU,\N,None,\N,\N,\N,423474,545437,54.803262,-1.636357
556603,DE13 0PP,\N,None,\N,\N,\N,423475,325096,52.822889,-1.653079
556604,DL4 2AA,\N,None,\N,\N,\N,423475,526367,54.631891,-1.637871
556605,DH7 8SW,\N,None,\N,\N,\N,423475,539938,54.753846,-1.636784
556606,DH7 6SR,\N,None,\N,\N,\N,423475,545650,54.805176,-1.636324
556607,GL56 0PG,\N,None,\N,\N,\N,423476,231772,51.983915,-1.659578
556608,NE3 4HN,\N,None,\N,\N,\N,423476,567708,55.003392,-1.634519
556609,NE3 3UT,\N,None,\N,\N,\N,423476,568367,55.009313,-1.634465
556610,BH25 7LB,\N,None,\N,\N,\N,423477,93971,50.744874,-1.668621
556611,SP5 1RQ,\N,None,\N,\N,\N,423477,132048,51.087271,-1.666182
556612,DE13 0NW,\N,None,\N,\N,\N,423477,325230,52.824094,-1.653039
556613,S32 1BT,\N,None,\N,\N,\N,423477,381787,53.332478,-1.648931
556614,WF17 0JU,\N,None,\N,\N,\N,423477,426371,53.733207,-1.645603
556615,LS13 4NW,\N,None,\N,\N,\N,423477,434123,53.802881,-1.645017
556616,HG3 2JZ,\N,None,\N,\N,\N,423477,457312,54.011295,-1.643246
556617,DH7 6AN,\N,None,\N,\N,\N,423477,547773,54.824254,-1.636122
556618,NE4 5HG,\N,None,\N,\N,\N,423477,564595,54.975418,-1.634757
556619,NE3 4JH,\N,None,\N,\N,\N,423477,566911,54.99623,-1.634569
556620,LS21 3BP,\N,None,\N,\N,\N,423478,444408,53.895334,-1.644224
556621,NE4 6JD,\N,None,\N,\N,\N,423478,564123,54.971177,-1.63478
556622,NE3 4YT,\N,None,\N,\N,\N,423478,567910,55.005207,-1.634471
556623,DE13 0NT,\N,None,\N,\N,\N,423479,325395,52.825577,-1.652998
556624,DL4 2AF,\N,None,\N,\N,\N,423479,526249,54.630831,-1.637818
556625,NE3 3US,\N,None,\N,\N,\N,423479,568293,55.008648,-1.634425
556626,NE13 6BP,\N,None,\N,\N,\N,423479,574727,55.066464,-1.633898
556627,SP9 7LE,\N,None,\N,\N,\N,423480,149077,51.240393,-1.665033
556628,B77 5QD,\N,None,\N,\N,\N,423480,300298,52.599969,-1.654767
556629,DE45 1LA,\N,None,\N,\N,\N,423480,366340,53.193631,-1.650021
556630,NE4 5AF,\N,None,\N,\N,\N,423480,564898,54.978141,-1.634686
556631,NE3 5RL,\N,None,\N,\N,\N,423480,570418,55.027743,-1.634235
556632,B77 5QP,\N,None,\N,\N,\N,423481,300052,52.597758,-1.65477
556633,WF17 7AG,\N,None,\N,\N,\N,423481,423142,53.704185,-1.645787
556634,LS13 1BG,\N,None,\N,\N,\N,423481,435752,53.817522,-1.644832
556635,DL4 2AE,\N,None,\N,\N,\N,423481,526298,54.631271,-1.637784
556636,NE8 2GN,\N,None,\N,\N,\N,423481,562416,54.955838,-1.634872
556637,NE13 7HN,\N,None,\N,\N,\N,423481,572168,55.043469,-1.634076
556638,CV8 1PY,\N,None,\N,\N,\N,423482,274406,52.367205,-1.656554
556639,WF13 3SD,\N,None,\N,\N,\N,423482,420895,53.683989,-1.645941
556640,DL4 2EP,\N,None,\N,\N,\N,423482,526624,54.634201,-1.637742
556641,BH25 5UG,\N,None,\N,\N,\N,423483,95050,50.754577,-1.668467
556642,B46 2QW,\N,None,\N,\N,\N,423483,286857,52.479138,-1.655669
556643,WF17 7DB,\N,None,\N,\N,\N,423483,423513,53.707519,-1.645728
556644,DH7 6QP,\N,None,\N,\N,\N,423483,545780,54.806344,-1.636189
556645,DH7 6RA,\N,None,\N,\N,\N,423483,546062,54.808878,-1.636167
556646,NE3 3HS,\N,None,\N,\N,\N,423483,568876,55.013887,-1.634314
556647,BH25 5UY,\N,None,\N,\N,\N,423484,95339,50.757176,-1.668435
556648,S36 9RG,\N,None,\N,\N,\N,423484,403536,53.527965,-1.647212
556649,LS18 4PT,\N,None,\N,\N,\N,423484,437039,53.829089,-1.644689
556650,DH7 8AZ,\N,None,\N,\N,\N,423484,539120,54.746495,-1.63671
556651,DH7 8AR,\N,None,\N,\N,\N,423484,539319,54.748283,-1.636694
556652,BH25 5UB,\N,None,\N,\N,\N,423485,95207,50.755989,-1.668429
556653,LS18 5HU,\N,None,\N,\N,\N,423485,441735,53.871295,-1.644316
556654,DH7 7LY,\N,None,\N,\N,\N,423485,542544,54.777264,-1.636419
556655,DH7 7RT,\N,None,\N,\N,\N,423485,542789,54.779466,-1.636399
556656,LS13 4QZ,\N,None,\N,\N,\N,423486,433735,53.799393,-1.644909
556657,LS18 5DX,\N,None,\N,\N,\N,423486,437774,53.835695,-1.644603
556658,DH7 6SF,\N,None,\N,\N,\N,423486,546323,54.811223,-1.636099
556659,DH2 3LN,\N,None,\N,\N,\N,423486,552102,54.863155,-1.635632
556660,NE13 7NN,\N,None,\N,\N,\N,423486,572015,55.042094,-1.634011
556661,SN6 8BA,\N,None,\N,\N,\N,423487,188957,51.598971,-1.662303
556662,DE13 0PW,\N,None,\N,\N,\N,423487,325048,52.822457,-1.652904
556663,LS18 5LS,\N,None,\N,\N,\N,423487,438222,53.839721,-1.644553
556664,LS21 3BT,\N,None,\N,\N,\N,423487,444195,53.893405,-1.644098
556665,NE13 7EL,\N,None,\N,\N,\N,423487,572875,55.049822,-1.633925
556666,B77 5TH,\N,None,\N,\N,\N,423488,301180,52.607898,-1.654587
556667,WF17 8LT,\N,None,\N,\N,\N,423488,424885,53.719851,-1.645549
556668,S32 1DQ,\N,None,\N,\N,\N,423489,380945,53.324909,-1.648813
556669,WF17 0AS,\N,None,\N,\N,\N,423489,425833,53.728386,-1.645466
556670,HG3 2PN,\N,None,\N,\N,\N,423489,459979,54.035264,-1.642858
556671,DH7 6SL,\N,None,\N,\N,\N,423489,545895,54.807377,-1.636087
556672,NE66 3EA,\N,None,\N,\N,\N,423489,625117,55.519244,-1.629551
556673,LS13 1HD,\N,None,\N,\N,\N,423490,435409,53.814439,-1.644722
556674,LS18 4RU,\N,None,\N,\N,\N,423490,437680,53.83485,-1.644549
556675,DH7 7DJ,\N,None,\N,\N,\N,423490,543281,54.783887,-1.636282
556676,DH7 6SP,\N,None,\N,\N,\N,423490,545670,54.805355,-1.636089
556677,NE4 7BP,\N,None,\N,\N,\N,423490,563199,54.962873,-1.634668
